,pole_267462S.analysis_height,pole_267462S.shear_force,pole_267462S.bending_moment,pole_267462S.pole_deflection,pole_267462S.stress,pole_280565E.analysis_height,pole_280565E.shear_force,pole_280565E.bending_moment,pole_280565E.pole_deflection,pole_280565E.stress,pole_306771E.analysis_height,pole_306771E.shear_force,pole_306771E.bending_moment,pole_306771E.pole_deflection,pole_306771E.stress,pole_311032S.analysis_height,pole_311032S.shear_force,pole_311032S.bending_moment,pole_311032S.pole_deflection,pole_311032S.stress,pole_312148E.analysis_height,pole_312148E.shear_force,pole_312148E.bending_moment,pole_312148E.pole_deflection,pole_312148E.stress
10,3.4499999999999997,512.8804393049925,15123.845439696506,0.013581824670710467,31.87101649395788,4.25,380.02303056914434,14870.022510098004,0.009103013355158519,17.289861847093896,3.85,419.25812613398114,15019.05095202963,0.006933282572380306,16.557822575152677,4.1499999999999995,369.08269900673406,14929.54044236634,0.006472543548958346,14.014501547938275,3.7329999999999997,432.3067351470355,15062.165517783153,0.00651572883814845,16.605354428692007
11,3.795,517.4979316001297,14912.01722584426,0.01644887790471166,31.812181019036917,4.675,386.953861988584,14606.380754593927,0.01103022005124824,17.258435941908985,4.235,425.6487231229045,14780.70543872815,0.008406945032624177,16.564095632447216,4.5649999999999995,376.3494604082897,14671.6174658862,0.007847926904060882,14.012271640085343,4.106299999999999,438.5031243833087,14831.253399129393,0.007901939971063298,16.620742539699524
12,4.14,522.0965576210367,14700.684342071314,0.019592935520207952,31.749713008686275,5.1,393.8475683648599,14343.60151740386,0.013145142155526066,17.223980823735186,4.62,432.00443690976084,14543.04782139209,0.010025920044262875,16.568334949070397,4.9799999999999995,383.574394784612,14414.530313828742,0.009358793826317253,14.007924780364068,4.4796,444.6656905044344,14600.981543224387,0.009425238552274177,16.634336609791873
13,4.484999999999999,526.6763173677136,14489.86162510937,0.023014572234628078,31.68354096347959,5.5249999999999995,400.7041496979715,14081.715939036849,0.015448396038183378,17.186419043687106,5.005,438.3252674945496,14306.099205319873,0.011791034881326963,16.5704764764897,5.395,390.757502135701,14158.306798501917,0.011005876661290711,14.001394680169057,4.8529,450.79443351041283,14371.368677535798,0.011086483868433111,16.646076836760145
14,4.83,531.2372108401604,14279.56482937243,0.026714331117700517,31.613594000062122,5.95,407.52360598791887,13820.757650782803,0.017940565646597267,17.145674286436257,5.390000000000001,444.61121487727115,14069.88223797989,0.013703104553455824,16.570455987374398,5.81,397.89878246155644,13902.976945668222,0.012789891641118718,13.992615212743784,5.2261999999999995,456.8893534012438,14142.434859402563,0.012886526848139152,16.65590304369785
15,5.175,535.7792380383771,14069.810689776097,0.030692722219895448,31.539802089512047,6.375,414.305937234702,13560.762991981186,0.020622200564375918,17.101671848765005,5.775,450.86227905792526,13834.421228831916,0.015762930722510997,16.568209303632944,6.225,404.9982357621781,13648.573182237471,0.014711537566391137,13.981520733369516,5.599499999999999,462.9504501769274,13914.201575721705,0.014826209160142916,16.663754860886293
16,5.52,540.3023989623637,13860.616989535129,0.0349502211554248,31.462096323411114,6.8,421.05114343832105,13301.771249159392,0.023493813984168974,17.05433918927676,6.16,457.07846003651207,13599.74227991273,0.01797130056455329,16.563672559932375,6.64,412.0558620375665,13395.130542338322,0.016771494419984947,13.968046450993183,5.972799999999999,468.97772383746366,13686.691851279413,0.016906362264376272,16.669571936530957
17,5.864999999999999,544.8066936121201,13652.002633376193,0.03948726763850895,31.38040921055972,7.225,427.75922459877603,13043.824919461918,0.026555880590943774,17.003606558931175,6.545,463.25975781303134,13365.873428254486,0.020328985574770177,16.55678250733201,7.055,419.0716612877214,13142.686893750057,0.0189704219097775,13.952128858451518,6.3461,474.9711743828524,13459.930366555876,0.019127806413660596,16.673294180072357
18,6.209999999999999,549.2921219876465,13443.987726643596,0.044304263971598826,31.294675007587536,7.6499999999999995,434.43018071606656,12786.970001067988,0.02980883435235421,16.949407723394465,6.93,469.40617238748325,13132.844801314865,0.02283674031285371,16.54747686225905,7.47,426.0456335126427,12891.283186898541,0.02130895793705338,13.933706229438302,6.719399999999999,480.9308018130937,13233.943585916448,0.021491349603865142,16.674862042264355
19,6.555,553.7586840889427,13236.593660820443,0.04940157348422395,31.20483008706292,8.075,441.06401179019326,12531.256313602009,0.03325306621276094,16.891680789700757,7.315,475.51770375986797,12900.688786720597,0.025495301086242476,16.535694706727618,7.885,432.9777787123307,12640.963728864883,0.02378771698731424,13.912719191485627,7.092699999999999,486.8566061281879,13008.759897193382,0.023997786470203734,16.674216836742453
20,6.8999999999999995,558.2063799160087,13029.843206035073,0.054779518921120214,31.110813347089657,8.5,447.6607178211556,12276.737851878337,0.036888921687401315,16.83036915142752,7.7,481.59435193018527,12669.440217759207,0.0283053845685546,16.521376946462414,8.299999999999999,439.86809688678505,12391.776485124607,0.026407288440097404,13.889111385509498,7.465999999999999,492.7485873281345,12784.409763762787,0.026647897127274067,16.67130110840181
21,7.244999999999999,562.6352094688447,12823.76061117559,0.06043838077827741,31.01256666681238,8.924999999999999,454.2202988089538,12023.473176690079,0.0407166983531565,16.76542256852468,8.085,487.63611689843526,12439.13657620011,0.031267686350452954,16.504466834445395,8.715,446.71658803600604,12143.773412030261,0.029168234794308162,13.862830223924073,7.8393,498.6067454129336,12560.92589033037,0.029442445950359646,16.66605905457574
22,7.59,567.0451727474506,12618.37171229139,0.0663783955855345,30.910035412727325,9.35,460.74275475358786,11771.525846752522,0.044736643232323174,16.696798400128422,8.47,493.64299866461795,12209.818214184614,0.03438287942009937,16.484910568369962,9.129999999999999,453.52325215999343,11897.010823370467,0.03207108980547514,13.833827760976751,8.212599999999998,504.4310803825853,12338.34340375888,0.032382180295429906,16.658437005762206
23,7.935,571.4362697518262,12413.704050022536,0.07259975413434223,30.803169001223438,9.775,467.22808565505784,11520.964896342677,0.048948950065771483,16.624463011162412,8.855,499.614997228733,11981.528597096692,0.037651612570272205,16.462657971574743,9.545,460.2880892587474,11651.549794684248,0.035116356531247686,13.802061690822821,8.585899999999999,510.22159223708974,12116.700050398536,0.035467829155190526,16.648383973494745
24,8.28,575.8085004819719,12209.786996863177,0.07910259964930677,30.69192152336203,10.2,473.6762915133636,11271.865363634606,0.05335375647186056,16.548393376310173,9.24,505.5521125907808,11754.314569511102,0.04107450872914272,16.43766326825216,9.959999999999999,467.011099332268,11407.456609379597,0.03830450528137224,13.767496490967124,8.9592,515.9782809764467,11896.036411520272,0.038700101748453376,16.635852273908498
25,8.625,580.1618649378873,12006.651895136709,0.08588702590212736,30.576252438548266,10.625,480.0873723285051,11024.308875210148,0.05795114098749247,16.468578908055278,9.625,511.45434475076127,11528.22664651251,0.044652163211630395,16.40988596509765,10.375,473.6922823805548,11164.803251093428,0.0416359714683125,13.730104731071537,9.3325,521.7011466006564,11676.396138600237,0.04207968604001529,16.62079823662222
26,8.969999999999999,584.4963631195728,11804.332206634957,0.09295307526654277,30.456127344455723,11.049999999999999,486.46132810048243,10778.384292715602,0.06274111998771673,16.385023538954194,10.01,517.3216937086743,11303.319332887906,0.048385141888188,16.379291853101925,10.79,480.33163840360834,10923.66794713473,0.045111153354618294,13.689868569790374,9.7058,527.3901891097186,11457.8262103611,0.04560724718815718,16.60318300975372
27,9.315,588.811995027028,11602.863674955046,0.10030073671290998,30.331518831350387,11.475,492.7981588292957,10534.188428120944,0.06772364448035659,16.297748092138367,10.395,523.15415946452,11079.651472911208,0.05227397926780441,16.34585414490129,11.205,486.92916740142823,10684.135768258744,0.048730409693103605,13.64678146526307,10.079099999999999,533.0454085036333,11240.377213640892,0.04928342591680161,16.582973473223294
28,9.66,593.1087606602532,11402.284501650493,0.10792994374105112,30.202407429814656,11.9,499.09786451494466,10291.826834498874,0.07289859677221663,16.206792978245694,10.780000000000001,528.9517420182983,10857.286633661924,0.056319176491958944,16.30955476500793,11.62,493.4848693740148,10446.29929041709,0.05249405725586837,13.600850128185801,10.452399999999999,538.6668047824007,11024.103650331701,0.05310883680929855,16.56014327398914
29,10.004999999999999,597.3866600192481,11202.635537402097,0.1158405722500249,30.068782661813415,12.325,505.36044515742947,10051.414679639192,0.07826578700355748,16.112221261527594,11.165000000000001,534.7144413700092,10636.29352504049,0.06052119923621752,16.270385812349808,12.035,499.998744321368,10210.25932449323,0.05640236824819536,13.552096750003422,10.8257,544.2543779460208,10809.0642728034,0.05708406652074716,16.5346739985091
30,10.35,601.645693104013,11003.960489503343,0.12403243834350491,29.930644206066237,12.75,511.5859007567503,9813.077710106647,0.08382494954768992,16.01412214272586,11.55,540.4422575196528,10416.746459857757,0.06488047551612997,16.228351216873442,12.45,506.47079224348744,9976.125720334852,0.06045556760337683,13.500561542700488,11.198999999999998,549.8081279944934,10595.322450401307,0.06120967190570812,16.506556499550676
31,10.694999999999999,605.885859914548,10806.306147046893,0.13250529606948222,29.788003189802428,13.174999999999999,517.7742313129067,9576.953313471537,0.08957573927275758,15.912614911367147,11.935,546.1351904672292,10198.725857569996,0.06939739339407211,16.18346861449966,12.865,512.9010131403736,9744.018251593736,0.0646538301545816,13.44630563089713,11.572299999999998,555.3280549278187,10382.946569770096,0.0654861780581173,16.47579239647662
32,11.04,610.1071604508527,10609.722625288523,0.14125883509305295,29.640883620175035,13.6,523.925436825899,9343.191686303975,0.09551772766304881,15.807853425232114,12.32,551.7932402127379,9982.318795392064,0.07407229858367925,16.135771467471898,13.28,519.2894070120261,9514.067587921121,0.06899727767996716,13.389414341406036,11.945599999999999,560.8141587459966,10172.010471905043,0.06991407626018079,16.442395770325053
33,11.385,614.3095947129272,10414.263630750838,0.15029267830110576,29.489323969898383,14.025,530.0395172957274,9111.957115008196,0.10165039879751621,15.700031179684304,12.705,557.4164067561796,9767.619610627358,0.07890549194854225,16.08531146007972,13.694999999999999,525.6359738584453,9286.416360867677,0.07348597581738041,13.33000093997666,12.3189,566.2664394490271,9962.593928951535,0.07449382183701458,16.406395077376693
34,11.729999999999999,618.4931627007717,10219.986748707368,0.15960637933778762,29.333378933043026,14.45,536.1164727223913,8883.429375525491,0.10797314518359441,15.5893870339407,13.09,563.0046900975536,9554.73055807808,0.08389722689188718,16.03216120284424,14.11,531.9407136796308,9061.220329297952,0.07811993084518266,13.268210869468735,12.6922,571.68489703691,9754.783163850178,0.0792258319137941,16.367835307445304
35,12.075,622.6578644143859,10026.953754752729,0.1691994200697055,29.17312136836426,14.875,542.1563031058913,8657.805256150124,0.11448526344490548,15.476211664726305,13.475,568.5580902368605,9343.762526307899,0.08904770663404075,15.976417281460535,14.524999999999999,538.203626475583,8838.649649119323,0.08289908632598972,13.204226547906488,13.065499999999998,577.0695315096457,9548.671415937419,0.08411048307220109,16.326780415817243
36,12.419999999999998,626.8036998537701,9835.230952209839,0.1790712079799109,29.008644449038353,15.299999999999999,548.159008446227,8435.300204920197,0.12118594986203937,15.360854819374945,13.86,574.0766071740998,9134.835816273133,0.09435708137459906,15.918203690013517,14.94,544.4247122463015,8618.89025046897,0.08782331961044519,13.138272788393744,13.438799999999999,582.4203428672339,9344.359555532516,0.08914810890300268,16.2833160605591
37,12.764999999999999,630.9306690189242,9644.889537142495,0.18922107348982278,28.840064039209164,15.725,554.1245887433985,8216.150098932378,0.12807429576630971,15.24373343934709,14.245000000000001,579.5602409092719,8928.080985360739,0.09982544533637486,15.85767569108803,15.354999999999999,550.6039709917867,8402.14532298378,0.09289243819855868,13.070622905201517,13.8121,587.7373311096748,9141.956750337613,0.09433899745167498,16.237552679743008
38,13.11,635.038771909848,9456.00599271898,0.19964826720836726,28.6675213192693,16.15,560.0530439974058,8000.61312707621,0.13514928278722835,15.125340720041917,14.63,585.0089914423767,8723.639759094334,0.10545283368840436,15.79502414819057,15.77,556.7414027120383,8188.636906118372,0.0981061759566538,13.001605570752911,14.185399999999998,593.0204962369681,8941.581186104393,0.0996833885540944,16.189628945910034
39,13.454999999999998,639.1280085265421,9268.662514596386,0.2103519571077579,28.49118568326395,16.575,565.9443742082491,7788.971769592794,0.14240977795543724,15.006256161985483,15.015,590.4228587734139,8521.66601159735,0.11123921934555649,15.730480378123074,16.185,562.8370074070564,7978.607576341673,0.10346418918860043,12.93161248576873,14.558699999999998,598.2698382491143,8743.360843420147,0.10518147105947173,16.139715637657275
40,13.799999999999999,643.1983788690058,9082.947468848422,0.22133122562550372,28.31125793314111,17.0,571.7985793759282,7581.534846955367,0.14985452866400312,14.88715664981936,15.4,595.8018429023838,8322.326814218237,0.11718450964261436,15.664321572243761,16.599999999999998,568.8907850768412,7772.322216025442,0.1089660525607703,12.861106918236745,14.931999999999999,603.4853571461128,8547.434331573279,0.11083337993790353,16.088019970407426
41,14.145,647.2498829372394,8898.955883718245,0.23258506669242318,28.127973795681157,17.425,511.71704267758673,7400.834512781789,0.1574822704537674,14.813253139945031,15.785,601.1459438292865,8125.80354938064,0.123288542881102,15.596876835433815,17.015,574.9027357213923,7570.069839474669,0.11461125488107765,12.790633154516785,15.305299999999999,608.6670529279642,8353.951779181456,0.11663919327016793,16.0347904299234
42,14.489999999999998,651.2825207312428,8716.789976117021,0.2441123826866573,27.94160778870177,17.849999999999998,517.4969977589375,7230.70168192685,0.16529187269995702,14.754304180855147,16.17,606.4551615541216,7932.293083548761,0.12955108474761923,15.528533889439332,17.43,514.8289785683334,7394.7235116243855,0.12039928470988412,12.759751315112549,15.6786,613.8149255946679,8163.075779505512,0.12259892911771049,15.980322152620504
43,14.834999999999999,655.2962922510163,8536.559713273024,0.2559119813139215,27.75247746338165,18.275,523.239827797124,7066.4231401810375,0.17328226543734554,14.701463338183489,16.555,611.7294960768895,7742.008988993175,0.13597182460303903,15.459746482275442,17.845,520.7572751624176,7228.753907387147,0.12632974262003907,12.740199433137832,16.0519,618.9289751462244,7974.982386001542,0.12871254227115608,15.924962895739233
44,15.18,659.2911974965596,8358.38340922648,0.2679825724145142,27.56094804907496,18.7,630.0359114174331,6886.080130714564,0.1814521579463236,14.608661910534812,16.94,616.9689473975899,7555.182798576562,0.14255037164262976,15.391042536563434,18.259999999999998,526.6437447312683,7068.367443287368,0.13240227916161132,12.725936150214979,16.425199999999997,624.0092015826334,7789.8621505375795,0.13497992087616004,15.869119637380333
45,15.524999999999999,663.2672364678726,8182.388354912317,0.28032276469791606,27.367437525529326,19.125,635.7044913692912,6701.024044916658,0.18979977420645797,14.498147185661983,17.325,556.3127116513316,7387.805616479684,0.14928632029047706,15.355749781472285,18.675,633.5203729223855,6893.617519876958,0.13861638607302212,12.680661087640848,16.798499999999997,629.0556049038951,7607.9211926565185,0.14140088293598693,15.813265840535392
46,15.87,667.2244091649557,8008.711479321738,0.2929310624061699,27.172422144649694,19.55,641.3359462779853,6523.402689814834,0.19832289293762087,14.395764449331109,17.71,561.4823965678974,7233.783104412521,0.1561793633211951,15.343077503197211,19.09,639.3231884407692,6712.6171085346205,0.14497119523666996,12.617632850541376,17.171799999999998,568.2333041729535,7435.258689003171,0.14797519777859797,15.770413444122877
47,16.215,671.1627155878086,7837.500037616873,0.3058058619076328,26.976442419458795,19.974999999999998,646.9302761435151,6353.822605263388,0.20701905148481267,14.303484328565625,18.095,566.6171982823957,7084.4853120903235,0.1632292731656263,15.33580064226578,19.505,645.0841769339195,6538.663860477256,0.15146549222169542,12.561297638369226,17.545099999999998,573.2120612639203,7284.532221260359,0.15470268922888766,15.768842618215324
48,16.56,675.0821557364312,7668.912320019456,0.31894544822314397,26.780109591213915,20.4,652.4874809658809,6192.9276186045145,0.2158856150509964,14.223508622006978,18.48,672.8274095508451,6935.418488716883,0.17043576975349528,15.324366073293413,19.919999999999998,650.8033384018362,6372.318795908375,0.15809787136419223,12.513294206480538,17.9184,578.1569952397399,7138.138447151029,0.16158329761573864,15.772292158570272
49,16.904999999999998,678.982729610824,7503.118372723531,0.3323479914871599,26.584112576169257,20.825,422.7557945839643,6079.751029954767,0.22492028283626384,14.248168649977202,18.865000000000002,677.8924448612089,6765.825532586628,0.1777982987267537,15.26172812458162,20.334999999999997,656.4806728445195,6214.17708995622,0.16486679585721084,12.475462488212038,18.2917,583.0681061004119,6996.339612757408,0.16861698409083825,15.781700625130194
50,17.25,617.4727351712459,7351.166345335456,0.34601162292993637,26.428288557345322,21.25,428.2387493200018,5974.1510257150585,0.23412165647583444,14.287995231712012,19.25,682.9225969695051,6602.084311416274,0.18531588819903438,15.205450203231083,20.75,426.71631878172695,6096.430691517517,0.17177092573198313,12.514652134171751,18.665,689.0677815007806,6839.880180751941,0.17580354216805213,15.753124707094226
51,17.595,621.3355764971783,7213.849701083704,0.3599346005344256,26.317414932634975,21.675,433.6845790128749,5874.423283822648,0.24348879975762722,14.339774550099767,19.635,687.917865875734,6444.629434684963,0.1929873031833873,15.157045801444971,21.165,432.3099991739433,5992.495494530605,0.17880956052166705,12.580366085254083,19.0383,693.9112461311579,6678.4819205656795,0.18314241665133527,15.707040626624408
52,17.939999999999998,625.1795515488806,7080.27896277427,0.3741153241404532,26.213263148980626,22.099999999999998,455.241491425933,5778.878770875173,0.253020701036007,14.400037539671096,20.02,692.8782515798957,6293.921502028234,0.20081118675682882,15.118207907038201,21.58,437.8618525409262,5894.101656937089,0.1859824323271147,12.656656847742736,19.4116,698.7208876463878,6522.77496126057,0.19063273219147056,15.667921495903968
53,18.285,629.0046603263528,6950.663873046279,0.3885521798851118,26.116990110459746,22.525,686.6358787924823,5681.154909548405,0.2627160595046717,14.45311418979143,20.405,697.8037540819898,6150.445539707999,0.2087860552205077,15.090819956717455,21.994999999999997,443.3718788826755,5801.519930294704,0.19328930007571166,12.74481412685688,19.784899999999997,703.4967060464703,6373.16657195566,0.19827344731005692,15.637291423950915
54,18.63,734.114977837606,6808.459417145488,0.40324329909891127,25.96591688022644,22.95,691.9703333558632,5532.588085431611,0.2725726027078433,14.372111265150947,20.79,467.51478485428987,6049.577716125415,0.21691071200077366,15.16437115182298,22.41,465.0232396088101,5706.840720321041,0.20072982188596158,12.827837687693883,20.158199999999997,708.2387013314054,6230.086460894836,0.20606340719231453,15.61684928009577
55,18.974999999999998,737.9023540666182,6659.992119744739,0.418186285090107,25.78212241317436,23.375,416.1884251224166,5484.675403819995,0.2825874662136726,14.550373521984774,21.175,472.3705209522494,5954.767607369472,0.2251847108706132,15.251902077306774,22.825,696.5503400172933,5573.758280500451,0.20830302892997554,12.82178948252996,20.531499999999998,477.80565756482383,6104.806519624592,0.21400146125316427,15.636195629698086
56,19.32,741.6708640214001,6516.361274419887,0.4333782435208937,25.607827636628247,23.8,421.4486295994689,5457.329670169435,0.2927587487833529,14.78763848597641,21.560000000000002,477.1913738481415,5864.7477625824795,0.23360799485419437,15.350979889714514,23.24,420.7325913870108,5493.804450496416,0.2160072031331576,12.935836811605698,20.904799999999998,482.480006619464,6010.212035415026,0.22208688476869048,15.731732688866625
57,19.665,745.4205077019518,6377.887042741844,0.4488160267273525,25.44484788564432,24.224999999999998,426.67170903335705,5438.476684544217,0.3030854505580244,15.054165616678187,21.945,481.9773435419661,5779.734305562803,0.24218047064742088,15.46289928185098,23.654999999999998,426.0753096278262,5464.589842600703,0.22384104250286002,13.172826033938192,21.2781,487.12053255895705,5919.981833758967,0.2303195825334117,15.838112620107482
58,20.009999999999998,749.1512851082736,6244.905938707115,0.4644963308341444,25.295166322301824,24.65,431.85766342408107,5428.1959340375915,0.3135666429032402,15.351895793930172,22.330000000000002,502.8545277145073,5693.398151143773,0.2509019543322308,15.571147577094955,24.07,431.37620084340807,5443.432300502466,0.231804140097711,13.436147145272978,21.6514,491.72723538330234,5834.311593919475,0.23869970281499522,15.956538507925282
59,20.354999999999997,752.8631962403649,6117.769745784108,0.4804156918977669,25.160939607784684,25.075,275.3406024644556,5387.145419523939,0.3242015548133782,15.56895737643315,22.715,733.5401181215351,5582.426886373473,0.25977173975640855,15.610214685223196,24.485,436.63526503375647,5430.4180046310175,0.23989637202262848,13.727690864232247,22.0247,512.4153535407966,5752.91068441093,0.24722734634776838,16.086940801280903
60,20.7,521.8920870247999,6023.14009951414,0.4965709845275041,25.154321803126567,25.5,280.4523067688513,5321.25897064452,0.33498988960604553,15.717294386010277,23.1,457.2335926101809,5477.564068660712,0.26878824209426255,15.663249836334304,24.9,280.15497242032995,5414.530484240649,0.2481176542698967,14.020723166683782,22.397999999999996,516.9544101348473,5669.546628779838,0.2559025243960379,16.212229412962092
61,21.044999999999998,525.5662656084312,5938.532295053456,0.5129600661689888,25.185980741905226,25.925,315.8663598431917,5211.306544318216,0.3459315686381468,15.734096226484361,23.485,461.88002949573604,5449.206231124247,0.2779499634413005,15.937093434279399,25.314999999999998,285.33038256021143,5349.09357725593,0.25646820071259396,14.191215893949778,22.771299999999997,747.403355215954,5554.57438465593,0.2647246575085092,16.24525980505107
62,21.389999999999997,529.2215779178323,5857.732060131046,0.5295814324389286,25.23096573117058,26.349999999999998,372.00433893088905,5057.0817137980985,0.3570259284444791,15.609794651466828,23.87,466.491583179224,5427.741523096625,0.2872564394377473,16.23867117709737,25.73,320.8087489381902,5261.051462479914,0.26494859683274746,14.303013770837094,23.144599999999997,470.92996424812435,5465.953184706914,0.27369232534573923,16.352992503081577
63,21.735,532.8580239530035,5780.894387294527,0.5464336112248923,25.29058768530347,26.775,377.0046681057922,4895.1402947866045,0.36827138957366096,15.450256377661914,24.255,471.0682536606444,5413.246538761651,0.2967077320475891,16.569893275610585,26.145,376.9938447733191,5135.68513336186,0.2735592698567833,14.310545732355163,23.517899999999997,475.3675514967327,5439.5705477810125,0.2828043832902609,16.650470802777267
64,22.08,552.474435801509,5706.611446818016,0.5635150313031742,25.359282191504413,27.2,381.96787223753114,4735.695602730003,0.3796657494390416,15.286216727371757,24.64,475.61004093999765,5405.772333361266,0.3063039056202997,16.93271124764257,26.56,382.0437738375001,4976.484151084375,0.2822999845817007,14.215818839877404,23.891199999999998,479.77131563019384,5419.672275660841,0.2920607033540002,16.976250578343762
65,22.424999999999997,552.7657480368662,5632.942086672924,0.5808238225107253,25.42870996404923,27.625,386.89395132610593,4579.002595065389,0.3912064296874785,15.118414823772856,25.025000000000002,318.48254612721587,5373.872986959789,0.31604516542898525,17.228221584242895,26.974999999999998,387.0518758764476,4819.543968211354,0.29116984253266265,14.116816849760717,24.264499999999998,484.1412566485075,5406.3255465020675,0.30146158858880556,17.332261982690518
66,22.77,785.3341076200281,5524.400088796058,0.59835720402676,25.33614593288508,28.05,391.7829053715166,4425.348064897642,0.4028905031993785,14.947773240156277,25.41,322.95456700243426,5314.820649104516,0.32593212112151704,17.442335135093927,27.389999999999997,392.0181508901615,4665.088262073646,0.30016753755036235,14.014058467003297,24.6378,488.47737455167396,5399.574882859431,0.3110073540100514,17.720484078750268
67,23.115,508.3702759813897,5439.279014143231,0.6161113687882926,25.345422204352282,28.474999999999998,396.6347343737631,4275.054522175965,0.4147146693935012,14.775429954429086,25.795,357.72528578947487,5225.536389941512,0.33596564442278165,17.55859451414421,27.805,396.9425988786421,4513.368045791997,0.3092914876013784,13.908210064731346,25.0111,331.15917688910656,5370.185199329545,0.3206984547053666,18.044636443904185
